Kombinacija,Ishod,Spin_profit,Total_profit 
"lim, nar, jag",fail,0.5,1003.0
"kes, lim, tre",fail,0.5,1003.5
"src, gro, gro",Duple_vockice,-0.5,1003.0
"tre, tre, lim",Duple_vockice,-0.5,1002.5
"tre, tre, jag",Duple_vockice,-0.5,1002.0
"kes, nar, gro",fail,0.5,1002.5
"lim, src, jag",fail,0.5,1003.0
"kes, jag, lim",fail,0.5,1003.5
"tre, jag, lim",fail,0.5,1004.0
"lim, src, tre",fail,0.5,1004.5
"gro, lim, lim",Duple_vockice,-0.5,1004.0
"jag, src, tre",fail,0.5,1004.5
"tre, gro, nar",fail,0.5,1005.0
"gro, gro, nar",Duple_vockice,-0.5,1004.5
"jag, src, nar",fail,0.5,1005.0
"jag, tre, nar",fail,0.5,1005.5
"nar, gro, lim",fail,0.5,1006.0
"kes, gro, gro",Duple_vockice,-0.5,1005.5
"tre, jag, lim",fail,0.5,1006.0
"tre, nar, tre",Duple_vockice,-0.5,1005.5
"tre, gro, nar",fail,0.5,1006.0
"kes, src, gro",fail,0.5,1006.5
"kes, src, jag",fail,0.5,1007.0
"nar, gro, kes",fail,0.5,1007.5
"lim, lim, gro",Duple_vockice,-0.5,1007.0
"tre, lim, jag",fail,0.5,1007.5
"kes, src, tre",fail,0.5,1008.0
"jag, lim, tre",fail,0.5,1008.5
"gro, jag, tre",fail,0.5,1009.0
"nar, src, lim",fail,0.5,1009.5
"tre, tre, tre",Vocni_jackpot,-2.5,1007.0
"tre, gro, gro",Duple_vockice,-0.5,1006.5
"tre, gro, gro",Duple_vockice,-0.5,1006.0
"kes, gro, tre",fail,0.5,1006.5
"src, jag, gro",fail,0.5,1007.0
"jag, lim, tre",fail,0.5,1007.5
"nar, nar, tre",Duple_vockice,-0.5,1007.0
"lim, nar, nar",Duple_vockice,-0.5,1006.5
"src, lim, kes",fail,0.5,1007.0
"tre, src, tre",Duple_vockice,-0.5,1006.5
"tre, nar, gro",fail,0.5,1007.0
"gro, src, lim",fail,0.5,1007.5
"jag, jag, lim",Duple_vockice,-0.5,1007.0
"tre, jag, tre",Duple_vockice,-0.5,1006.5
"src, tre, lim",fail,0.5,1007.0
"kes, nar, gro",fail,0.5,1007.5
"kes, nar, tre",fail,0.5,1008.0
"jag, lim, lim",Duple_vockice,-0.5,1007.5
"gro, gro, kes",Duple_vockice,-0.5,1007.0
"jag, nar, kes",fail,0.5,1007.5
"tre, lim, nar",fail,0.5,1008.0
"tre, gro, jag",fail,0.5,1008.5
"src, jag, gro",fail,0.5,1009.0
"lim, jag, gro",fail,0.5,1009.5
"tre, lim, gro",fail,0.5,1010.0
"src, gro, tre",fail,0.5,1010.5
"tre, gro, nar",fail,0.5,1011.0
"lim, tre, tre",Duple_vockice,-0.5,1010.5
"tre, lim, tre",Duple_vockice,-0.5,1010.0
"lim, lim, lim",Vocni_jackpot,-2.5,1007.5
"jag, tre, tre",Duple_vockice,-0.5,1007.0
"tre, kes, nar",fail,0.5,1007.5
"tre, gro, gro",Duple_vockice,-0.5,1007.0
"tre, tre, tre",Vocni_jackpot,-2.5,1004.5
"nar, lim, gro",fail,0.5,1005.0
"jag, src, lim",fail,0.5,1005.5
"nar, tre, tre",Duple_vockice,-0.5,1005.0
"nar, lim, gro",fail,0.5,1005.5
"lim, kes, gro",fail,0.5,1006.0
"tre, kes, kes",bonus_x2,0.5,1006.5
"tre, lim, tre",Duple_vockice,-1.5,1005.0
"src, tre, kes",fail,0.5,1005.5
"nar, lim, jag",fail,0.5,1006.0
"jag, nar, tre",fail,0.5,1006.5
"src, lim, gro",fail,0.5,1007.0
"nar, gro, jag",fail,0.5,1007.5
"gro, kes, tre",fail,0.5,1008.0
"tre, src, tre",Duple_vockice,-0.5,1007.5
"tre, nar, tre",Duple_vockice,-0.5,1007.0
"nar, src, kes",fail,0.5,1007.5
"gro, jag, tre",fail,0.5,1008.0
"kes, tre, lim",fail,0.5,1008.5
"tre, kes, jag",fail,0.5,1009.0
"src, gro, lim",fail,0.5,1009.5
"tre, src, lim",fail,0.5,1010.0
"kes, jag, tre",fail,0.5,1010.5
"tre, nar, jag",fail,0.5,1011.0
"tre, jag, tre",Duple_vockice,-0.5,1010.5
"lim, kes, kes",bonus_x2,0.5,1011.0
"tre, jag, tre",Duple_vockice,-1.5,1009.5
"lim, gro, lim",Duple_vockice,-0.5,1009.0
"gro, lim, jag",fail,0.5,1009.5
"jag, nar, tre",fail,0.5,1010.0
"tre, nar, lim",fail,0.5,1010.5
"tre, lim, jag",fail,0.5,1011.0
"gro, gro, lim",Duple_vockice,-0.5,1010.5
"tre, lim, gro",fail,0.5,1011.0
"tre, lim, nar",fail,0.5,1011.5
"gro, tre, kes",fail,0.5,1012.0
"jag, jag, tre",Duple_vockice,-0.5,1011.5
"nar, nar, tre",Duple_vockice,-0.5,1011.0
"lim, lim, tre",Duple_vockice,-0.5,1010.5
"tre, kes, kes",bonus_x2,0.5,1011.0
"src, src, tre",free_spin,0.5,1011.5
"tre, src, tre",Duple_vockice,-2.0,1009.5
"nar, gro, gro",Duple_vockice,-0.5,1009.0
"tre, gro, tre",Duple_vockice,-0.5,1008.5
"src, tre, tre",Duple_vockice,-0.5,1008.0
"tre, lim, tre",Duple_vockice,-0.5,1007.5
"tre, tre, lim",Duple_vockice,-0.5,1007.0
"kes, src, tre",fail,0.5,1007.5
"tre, src, gro",fail,0.5,1008.0
"jag, jag, tre",Duple_vockice,-0.5,1007.5
"nar, gro, lim",fail,0.5,1008.0
"src, gro, tre",fail,0.5,1008.5
"jag, lim, nar",fail,0.5,1009.0
"kes, nar, tre",fail,0.5,1009.5
"kes, gro, jag",fail,0.5,1010.0
"tre, src, gro",fail,0.5,1010.5
"nar, src, lim",fail,0.5,1011.0
"lim, lim, lim",Vocni_jackpot,-2.5,1008.5
"kes, jag, nar",fail,0.5,1009.0
"tre, lim, nar",fail,0.5,1009.5
"lim, lim, jag",Duple_vockice,-0.5,1009.0
"src, jag, tre",fail,0.5,1009.5
"kes, kes, gro",bonus_x2,0.5,1010.0
"tre, gro, gro",Duple_vockice,-1.5,1008.5
"kes, jag, tre",fail,0.5,1009.0
"tre, gro, tre",Duple_vockice,-0.5,1008.5
"lim, lim, nar",Duple_vockice,-0.5,1008.0
"nar, gro, jag",fail,0.5,1008.5
"lim, src, gro",fail,0.5,1009.0
"gro, jag, tre",fail,0.5,1009.5
"nar, kes, tre",fail,0.5,1010.0
"lim, src, kes",fail,0.5,1010.5
"lim, gro, tre",fail,0.5,1011.0
"kes, src, lim",fail,0.5,1011.5
"nar, src, jag",fail,0.5,1012.0
"jag, lim, jag",Duple_vockice,-0.5,1011.5
"jag, jag, tre",Duple_vockice,-0.5,1011.0
"gro, gro, tre",Duple_vockice,-0.5,1010.5
"nar, jag, lim",fail,0.5,1011.0
"jag, lim, gro",fail,0.5,1011.5
"src, tre, tre",Duple_vockice,-0.5,1011.0
"gro, tre, nar",fail,0.5,1011.5
"tre, src, gro",fail,0.5,1012.0
"jag, lim, tre",fail,0.5,1012.5
"gro, gro, nar",Duple_vockice,-0.5,1012.0
"lim, kes, gro",fail,0.5,1012.5
"gro, nar, lim",fail,0.5,1013.0
"src, jag, lim",fail,0.5,1013.5
"gro, lim, lim",Duple_vockice,-0.5,1013.0
"kes, tre, lim",fail,0.5,1013.5
"src, gro, jag",fail,0.5,1014.0
"kes, tre, tre",Duple_vockice,-0.5,1013.5
"tre, tre, jag",Duple_vockice,-0.5,1013.0
"jag, nar, nar",Duple_vockice,-0.5,1012.5
"src, nar, tre",fail,0.5,1013.0
"kes, gro, tre",fail,0.5,1013.5
"tre, kes, nar",fail,0.5,1014.0
"src, nar, nar",Duple_vockice,-0.5,1013.5
"nar, nar, tre",Duple_vockice,-0.5,1013.0
"gro, lim, jag",fail,0.5,1013.5
"gro, lim, jag",fail,0.5,1014.0
"jag, jag, tre",Duple_vockice,-0.5,1013.5
"tre, tre, tre",Vocni_jackpot,-2.5,1011.0
"tre, gro, nar",fail,0.5,1011.5
"kes, nar, tre",fail,0.5,1012.0
"lim, nar, kes",fail,0.5,1012.5
"tre, lim, lim",Duple_vockice,-0.5,1012.0
"gro, tre, gro",Duple_vockice,-0.5,1011.5
"lim, nar, nar",Duple_vockice,-0.5,1011.0
"kes, src, tre",fail,0.5,1011.5
"tre, gro, jag",fail,0.5,1012.0
"lim, lim, tre",Duple_vockice,-0.5,1011.5
"gro, jag, nar",fail,0.5,1012.0
"tre, jag, jag",Duple_vockice,-0.5,1011.5
"tre, nar, tre",Duple_vockice,-0.5,1011.0
"nar, gro, jag",fail,0.5,1011.5
"jag, gro, kes",fail,0.5,1012.0
"src, src, nar",free_spin,0.5,1012.5
"nar, gro, lim",fail,0.0,1012.5
"tre, nar, tre",Duple_vockice,-0.5,1012.0
"tre, lim, lim",Duple_vockice,-0.5,1011.5
"gro, src, tre",fail,0.5,1012.0
"gro, gro, tre",Duple_vockice,-0.5,1011.5
"jag, nar, tre",fail,0.5,1012.0
"jag, lim, nar",fail,0.5,1012.5
"jag, src, jag",Duple_vockice,-0.5,1012.0
"jag, lim, tre",fail,0.5,1012.5
"lim, tre, gro",fail,0.5,1013.0
"tre, kes, tre",Duple_vockice,-0.5,1012.5
"gro, tre, tre",Duple_vockice,-0.5,1012.0
"tre, lim, tre",Duple_vockice,-0.5,1011.5
"gro, gro, tre",Duple_vockice,-0.5,1011.0
"tre, tre, tre",Vocni_jackpot,-2.5,1008.5
"jag, nar, jag",Duple_vockice,-0.5,1008.0
"kes, nar, tre",fail,0.5,1008.5
"nar, lim, nar",Duple_vockice,-0.5,1008.0
"jag, nar, gro",fail,0.5,1008.5
"lim, gro, lim",Duple_vockice,-0.5,1008.0
"gro, src, gro",Duple_vockice,-0.5,1007.5
"src, kes, lim",fail,0.5,1008.0
"src, tre, tre",Duple_vockice,-0.5,1007.5
"nar, src, lim",fail,0.5,1008.0
"lim, lim, gro",Duple_vockice,-0.5,1007.5
"src, kes, nar",fail,0.5,1008.0
"jag, jag, kes",Duple_vockice,-0.5,1007.5
"src, lim, tre",fail,0.5,1008.0
"gro, lim, tre",fail,0.5,1008.5
"nar, jag, tre",fail,0.5,1009.0
"gro, src, tre",fail,0.5,1009.5
"nar, lim, nar",Duple_vockice,-0.5,1009.0
"lim, lim, tre",Duple_vockice,-0.5,1008.5
"kes, nar, tre",fail,0.5,1009.0
"nar, gro, jag",fail,0.5,1009.5
"tre, kes, gro",fail,0.5,1010.0
"nar, nar, nar",Vocni_jackpot,-2.5,1007.5
"jag, lim, tre",fail,0.5,1008.0
"lim, nar, jag",fail,0.5,1008.5
"tre, nar, tre",Duple_vockice,-0.5,1008.0
"jag, gro, tre",fail,0.5,1008.5
"jag, gro, tre",fail,0.5,1009.0
"src, kes, tre",fail,0.5,1009.5
"tre, jag, kes",fail,0.5,1010.0
"tre, src, kes",fail,0.5,1010.5
"tre, lim, gro",fail,0.5,1011.0
"nar, tre, tre",Duple_vockice,-0.5,1010.5
"kes, jag, tre",fail,0.5,1011.0
"tre, lim, gro",fail,0.5,1011.5
"gro, gro, kes",Duple_vockice,-0.5,1011.0
"tre, src, tre",Duple_vockice,-0.5,1010.5
"tre, src, nar",fail,0.5,1011.0
"nar, lim, gro",fail,0.5,1011.5
"gro, kes, tre",fail,0.5,1012.0
"tre, jag, kes",fail,0.5,1012.5
"gro, gro, kes",Duple_vockice,-0.5,1012.0
"tre, tre, tre",Vocni_jackpot,-2.5,1009.5
"tre, lim, nar",fail,0.5,1010.0
"kes, gro, lim",fail,0.5,1010.5
"kes, src, jag",fail,0.5,1011.0
"src, tre, kes",fail,0.5,1011.5
"tre, jag, lim",fail,0.5,1012.0
"nar, nar, jag",Duple_vockice,-0.5,1011.5
"src, nar, gro",fail,0.5,1012.0
"lim, jag, nar",fail,0.5,1012.5
"tre, src, gro",fail,0.5,1013.0
"tre, lim, lim",Duple_vockice,-0.5,1012.5
"tre, lim, nar",fail,0.5,1013.0
"nar, src, tre",fail,0.5,1013.5
"jag, gro, kes",fail,0.5,1014.0
"gro, gro, jag",Duple_vockice,-0.5,1013.5
"nar, src, nar",Duple_vockice,-0.5,1013.0
"tre, kes, tre",Duple_vockice,-0.5,1012.5
"src, gro, gro",Duple_vockice,-0.5,1012.0
"lim, src, gro",fail,0.5,1012.5
"lim, src, tre",fail,0.5,1013.0
"lim, lim, tre",Duple_vockice,-0.5,1012.5
"jag, gro, tre",fail,0.5,1013.0
"nar, nar, tre",Duple_vockice,-0.5,1012.5
"gro, jag, tre",fail,0.5,1013.0
"jag, src, jag",Duple_vockice,-0.5,1012.5
"tre, kes, jag",fail,0.5,1013.0
"gro, tre, kes",fail,0.5,1013.5
"gro, kes, lim",fail,0.5,1014.0
"tre, tre, lim",Duple_vockice,-0.5,1013.5
"src, gro, tre",fail,0.5,1014.0
"tre, jag, jag",Duple_vockice,-0.5,1013.5
"jag, gro, tre",fail,0.5,1014.0
"lim, lim, jag",Duple_vockice,-0.5,1013.5
"lim, lim, tre",Duple_vockice,-0.5,1013.0
"jag, gro, gro",Duple_vockice,-0.5,1012.5
"lim, kes, kes",bonus_x2,0.5,1013.0
"lim, src, jag",fail,0.5,1013.5
"src, jag, gro",fail,0.5,1014.0
"src, gro, tre",fail,0.5,1014.5
"tre, kes, lim",fail,0.5,1015.0
"src, nar, lim",fail,0.5,1015.5
"tre, lim, lim",Duple_vockice,-0.5,1015.0
"tre, tre, tre",Vocni_jackpot,-2.5,1012.5
"nar, src, nar",Duple_vockice,-0.5,1012.0
"nar, jag, lim",fail,0.5,1012.5
"src, tre, tre",Duple_vockice,-0.5,1012.0
"tre, lim, gro",fail,0.5,1012.5
"jag, jag, nar",Duple_vockice,-0.5,1012.0
"nar, jag, tre",fail,0.5,1012.5
"gro, gro, tre",Duple_vockice,-0.5,1012.0
"kes, kes, tre",bonus_x2,0.5,1012.5
"lim, jag, tre",fail,0.5,1013.0
"tre, nar, jag",fail,0.5,1013.5
"tre, src, tre",Duple_vockice,-0.5,1013.0
"lim, tre, gro",fail,0.5,1013.5
"src, src, tre",free_spin,0.5,1014.0
"tre, kes, gro",fail,0.0,1014.0
"nar, nar, tre",Duple_vockice,-0.5,1013.5
"kes, src, kes",bonus_x2,0.5,1014.0
"gro, src, tre",fail,0.5,1014.5
"gro, lim, tre",fail,0.5,1015.0
"nar, kes, jag",fail,0.5,1015.5
"lim, lim, kes",Duple_vockice,-0.5,1015.0
"nar, kes, jag",fail,0.5,1015.5
"nar, lim, tre",fail,0.5,1016.0
"lim, nar, tre",fail,0.5,1016.5
"tre, kes, jag",fail,0.5,1017.0
"tre, tre, jag",Duple_vockice,-0.5,1016.5
"nar, lim, lim",Duple_vockice,-0.5,1016.0
"jag, src, tre",fail,0.5,1016.5
"lim, lim, kes",Duple_vockice,-0.5,1016.0
"tre, jag, tre",Duple_vockice,-0.5,1015.5
"jag, lim, tre",fail,0.5,1016.0
"lim, nar, tre",fail,0.5,1016.5
"tre, jag, gro",fail,0.5,1017.0
"jag, lim, tre",fail,0.5,1017.5
"tre, lim, tre",Duple_vockice,-0.5,1017.0
"jag, nar, nar",Duple_vockice,-0.5,1016.5
"tre, jag, kes",fail,0.5,1017.0
"jag, nar, lim",fail,0.5,1017.5
"lim, src, kes",fail,0.5,1018.0
"kes, nar, jag",fail,0.5,1018.5
"tre, gro, nar",fail,0.5,1019.0
"tre, gro, tre",Duple_vockice,-0.5,1018.5
"gro, lim, tre",fail,0.5,1019.0
"kes, kes, nar",bonus_x2,0.5,1019.5
"tre, src, tre",Duple_vockice,-1.5,1018.0
"gro, tre, tre",Duple_vockice,-0.5,1017.5
"tre, lim, gro",fail,0.5,1018.0
"tre, lim, tre",Duple_vockice,-0.5,1017.5
"tre, nar, gro",fail,0.5,1018.0
"lim, lim, kes",Duple_vockice,-0.5,1017.5
"jag, nar, nar",Duple_vockice,-0.5,1017.0
"tre, lim, lim",Duple_vockice,-0.5,1016.5
"tre, src, lim",fail,0.5,1017.0
"tre, lim, tre",Duple_vockice,-0.5,1016.5
"gro, tre, kes",fail,0.5,1017.0
"jag, gro, tre",fail,0.5,1017.5
"gro, gro, tre",Duple_vockice,-0.5,1017.0
"tre, jag, tre",Duple_vockice,-0.5,1016.5
"lim, gro, jag",fail,0.5,1017.0
"tre, kes, jag",fail,0.5,1017.5
"kes, lim, nar",fail,0.5,1018.0
"lim, gro, tre",fail,0.5,1018.5
"tre, src, nar",fail,0.5,1019.0
"kes, gro, tre",fail,0.5,1019.5
"tre, nar, nar",Duple_vockice,-0.5,1019.0
"tre, lim, tre",Duple_vockice,-0.5,1018.5
"gro, gro, tre",Duple_vockice,-0.5,1018.0
"kes, lim, tre",fail,0.5,1018.5
"lim, nar, gro",fail,0.5,1019.0
"kes, jag, nar",fail,0.5,1019.5
"tre, tre, nar",Duple_vockice,-0.5,1019.0
"lim, gro, nar",fail,0.5,1019.5
"kes, gro, tre",fail,0.5,1020.0
"nar, lim, tre",fail,0.5,1020.5
"src, tre, kes",fail,0.5,1021.0
"src, lim, jag",fail,0.5,1021.5
"gro, jag, tre",fail,0.5,1022.0
"kes, src, jag",fail,0.5,1022.5
"nar, lim, tre",fail,0.5,1023.0
"src, kes, lim",fail,0.5,1023.5
"nar, lim, jag",fail,0.5,1024.0
"nar, nar, jag",Duple_vockice,-0.5,1023.5
"tre, kes, tre",Duple_vockice,-0.5,1023.0
"jag, lim, jag",Duple_vockice,-0.5,1022.5
"lim, lim, jag",Duple_vockice,-0.5,1022.0
"gro, lim, kes",fail,0.5,1022.5
"lim, jag, tre",fail,0.5,1023.0
"nar, lim, nar",Duple_vockice,-0.5,1022.5
"src, kes, nar",fail,0.5,1023.0
"lim, lim, nar",Duple_vockice,-0.5,1022.5
"gro, lim, nar",fail,0.5,1023.0
"tre, kes, kes",bonus_x2,0.5,1023.5
"lim, kes, nar",fail,0.5,1024.0
"kes, lim, jag",fail,0.5,1024.5
"nar, src, gro",fail,0.5,1025.0
"tre, kes, kes",bonus_x2,0.5,1025.5
"src, jag, nar",fail,0.5,1026.0
"lim, nar, nar",Duple_vockice,-0.5,1025.5
"tre, gro, jag",fail,0.5,1026.0
"jag, lim, tre",fail,0.5,1026.5
"nar, nar, tre",Duple_vockice,-0.5,1026.0
"jag, tre, nar",fail,0.5,1026.5
"tre, src, tre",Duple_vockice,-0.5,1026.0
"tre, lim, lim",Duple_vockice,-0.5,1025.5
"lim, kes, nar",fail,0.5,1026.0
"lim, nar, kes",fail,0.5,1026.5
"tre, lim, tre",Duple_vockice,-0.5,1026.0
"lim, nar, kes",fail,0.5,1026.5
"tre, gro, gro",Duple_vockice,-0.5,1026.0
"kes, lim, jag",fail,0.5,1026.5
"gro, gro, tre",Duple_vockice,-0.5,1026.0
"nar, jag, jag",Duple_vockice,-0.5,1025.5
"jag, lim, tre",fail,0.5,1026.0
"lim, jag, tre",fail,0.5,1026.5
"gro, lim, gro",Duple_vockice,-0.5,1026.0
"nar, lim, nar",Duple_vockice,-0.5,1025.5
"nar, gro, gro",Duple_vockice,-0.5,1025.0
"lim, gro, gro",Duple_vockice,-0.5,1024.5
"gro, nar, nar",Duple_vockice,-0.5,1024.0
"gro, kes, nar",fail,0.5,1024.5
"tre, nar, tre",Duple_vockice,-0.5,1024.0
"tre, src, tre",Duple_vockice,-0.5,1023.5
"lim, lim, jag",Duple_vockice,-0.5,1023.0
"tre, kes, kes",bonus_x2,0.5,1023.5
"jag, kes, nar",fail,0.5,1024.0
"kes, src, tre",fail,0.5,1024.5
"nar, tre, gro",fail,0.5,1025.0
"jag, tre, jag",Duple_vockice,-0.5,1024.5
"kes, lim, lim",Duple_vockice,-0.5,1024.0
"jag, gro, tre",fail,0.5,1024.5
"kes, lim, jag",fail,0.5,1025.0
"tre, tre, jag",Duple_vockice,-0.5,1024.5
"kes, gro, gro",Duple_vockice,-0.5,1024.0
"tre, tre, gro",Duple_vockice,-0.5,1023.5
"tre, lim, lim",Duple_vockice,-0.5,1023.0
"jag, gro, tre",fail,0.5,1023.5
"lim, tre, kes",fail,0.5,1024.0
"tre, gro, lim",fail,0.5,1024.5
"src, gro, tre",fail,0.5,1025.0
"src, jag, tre",fail,0.5,1025.5
"kes, kes, kes",JACKPOT,-29.5,996.0
"jag, tre, jag",Duple_vockice,-0.5,995.5
"kes, kes, tre",bonus_x2,0.5,996.0
"gro, nar, jag",fail,0.5,996.5
"jag, lim, nar",fail,0.5,997.0
"src, tre, lim",fail,0.5,997.5
"jag, lim, nar",fail,0.5,998.0
"lim, nar, lim",Duple_vockice,-0.5,997.5
"jag, tre, gro",fail,0.5,998.0
"gro, lim, lim",Duple_vockice,-0.5,997.5
"gro, lim, jag",fail,0.5,998.0
"tre, kes, lim",fail,0.5,998.5
"jag, nar, gro",fail,0.5,999.0
"gro, lim, tre",fail,0.5,999.5
"nar, lim, tre",fail,0.5,1000.0
"tre, kes, kes",bonus_x2,0.5,1000.5
"gro, src, gro",Duple_vockice,-1.5,999.0
"lim, src, kes",fail,0.5,999.5
"jag, tre, jag",Duple_vockice,-0.5,999.0
"tre, lim, kes",fail,0.5,999.5
"tre, kes, kes",bonus_x2,0.5,1000.0
"kes, lim, tre",fail,0.5,1000.5
"kes, gro, nar",fail,0.5,1001.0
"nar, gro, kes",fail,0.5,1001.5
"nar, lim, tre",fail,0.5,1002.0
"tre, kes, tre",Duple_vockice,-0.5,1001.5
"nar, nar, tre",Duple_vockice,-0.5,1001.0
"lim, lim, tre",Duple_vockice,-0.5,1000.5
"gro, tre, lim",fail,0.5,1001.0
"src, src, lim",free_spin,0.5,1001.5
"tre, lim, kes",fail,0.0,1001.5
"gro, jag, tre",fail,0.5,1002.0
"lim, src, gro",fail,0.5,1002.5
"gro, tre, lim",fail,0.5,1003.0
"src, jag, tre",fail,0.5,1003.5
"nar, gro, nar",Duple_vockice,-0.5,1003.0
"lim, nar, tre",fail,0.5,1003.5
"tre, lim, tre",Duple_vockice,-0.5,1003.0
"tre, jag, tre",Duple_vockice,-0.5,1002.5
"lim, kes, nar",fail,0.5,1003.0
"kes, gro, lim",fail,0.5,1003.5
"tre, nar, gro",fail,0.5,1004.0
"lim, gro, nar",fail,0.5,1004.5
"tre, lim, lim",Duple_vockice,-0.5,1004.0
"kes, gro, tre",fail,0.5,1004.5
"jag, jag, gro",Duple_vockice,-0.5,1004.0
"tre, gro, jag",fail,0.5,1004.5
"kes, kes, kes",JACKPOT,-29.5,975.0
"jag, src, gro",fail,0.5,975.5
"nar, tre, tre",Duple_vockice,-0.5,975.0
"kes, jag, lim",fail,0.5,975.5
"lim, src, tre",fail,0.5,976.0
"kes, lim, tre",fail,0.5,976.5
"tre, nar, tre",Duple_vockice,-0.5,976.0
"nar, kes, tre",fail,0.5,976.5
"nar, lim, tre",fail,0.5,977.0
"jag, kes, tre",fail,0.5,977.5
"tre, tre, tre",Vocni_jackpot,-2.5,975.0
"src, kes, jag",fail,0.5,975.5
"kes, lim, nar",fail,0.5,976.0
"kes, gro, jag",fail,0.5,976.5
"src, src, tre",free_spin,0.5,977.0
"tre, gro, nar",fail,0.0,977.0
"src, lim, gro",fail,0.5,977.5
"jag, tre, tre",Duple_vockice,-0.5,977.0
"tre, tre, kes",Duple_vockice,-0.5,976.5
"src, lim, nar",fail,0.5,977.0
"src, lim, gro",fail,0.5,977.5
"jag, gro, tre",fail,0.5,978.0
"jag, gro, nar",fail,0.5,978.5
"kes, lim, lim",Duple_vockice,-0.5,978.0
"jag, gro, gro",Duple_vockice,-0.5,977.5
"src, src, gro",free_spin,0.5,978.0
"tre, nar, tre",Duple_vockice,-1.0,977.0
"tre, jag, jag",Duple_vockice,-0.5,976.5
"jag, gro, nar",fail,0.5,977.0
"kes, src, kes",bonus_x2,0.5,977.5
"lim, jag, tre",fail,0.5,978.0
"lim, tre, jag",fail,0.5,978.5
"src, nar, tre",fail,0.5,979.0
"jag, tre, tre",Duple_vockice,-0.5,978.5
"nar, lim, gro",fail,0.5,979.0
"src, tre, kes",fail,0.5,979.5
"jag, kes, gro",fail,0.5,980.0
"nar, src, lim",fail,0.5,980.5
"jag, nar, gro",fail,0.5,981.0
"src, tre, jag",fail,0.5,981.5
"lim, jag, jag",Duple_vockice,-0.5,981.0
"kes, lim, tre",fail,0.5,981.5
"kes, lim, tre",fail,0.5,982.0
"kes, src, lim",fail,0.5,982.5
"tre, jag, tre",Duple_vockice,-0.5,982.0
"src, kes, lim",fail,0.5,982.5
"tre, jag, kes",fail,0.5,983.0
"src, gro, lim",fail,0.5,983.5
"src, jag, kes",fail,0.5,984.0
"jag, kes, tre",fail,0.5,984.5
"jag, lim, jag",Duple_vockice,-0.5,984.0
"jag, gro, gro",Duple_vockice,-0.5,983.5
"lim, jag, tre",fail,0.5,984.0
"nar, lim, lim",Duple_vockice,-0.5,983.5
"tre, lim, kes",fail,0.5,984.0
"kes, src, tre",fail,0.5,984.5
"nar, lim, tre",fail,0.5,985.0
"kes, lim, nar",fail,0.5,985.5
"gro, nar, nar",Duple_vockice,-0.5,985.0
"tre, tre, gro",Duple_vockice,-0.5,984.5
"jag, kes, lim",fail,0.5,985.0
"tre, gro, jag",fail,0.5,985.5
"tre, jag, lim",fail,0.5,986.0
"src, tre, kes",fail,0.5,986.5
"nar, lim, gro",fail,0.5,987.0
"tre, src, kes",fail,0.5,987.5
"lim, src, tre",fail,0.5,988.0
"tre, lim, tre",Duple_vockice,-0.5,987.5
"jag, gro, tre",fail,0.5,988.0
"tre, gro, kes",fail,0.5,988.5
"tre, jag, tre",Duple_vockice,-0.5,988.0
"jag, src, jag",Duple_vockice,-0.5,987.5
"tre, gro, tre",Duple_vockice,-0.5,987.0
"gro, kes, jag",fail,0.5,987.5
"nar, jag, nar",Duple_vockice,-0.5,987.0
"nar, lim, jag",fail,0.5,987.5
"tre, tre, tre",Vocni_jackpot,-2.5,985.0
"nar, lim, tre",fail,0.5,985.5
"tre, nar, gro",fail,0.5,986.0
"src, kes, gro",fail,0.5,986.5
"jag, kes, tre",fail,0.5,987.0
"jag, gro, kes",fail,0.5,987.5
"tre, nar, tre",Duple_vockice,-0.5,987.0
"tre, jag, tre",Duple_vockice,-0.5,986.5
"tre, lim, tre",Duple_vockice,-0.5,986.0
"jag, gro, kes",fail,0.5,986.5
"jag, gro, tre",fail,0.5,987.0
"nar, lim, gro",fail,0.5,987.5
"nar, kes, gro",fail,0.5,988.0
"gro, nar, tre",fail,0.5,988.5
"tre, lim, tre",Duple_vockice,-0.5,988.0
"src, lim, kes",fail,0.5,988.5
"jag, gro, jag",Duple_vockice,-0.5,988.0
"src, nar, jag",fail,0.5,988.5
"gro, lim, tre",fail,0.5,989.0
"gro, src, tre",fail,0.5,989.5
"kes, gro, lim",fail,0.5,990.0
"gro, src, gro",Duple_vockice,-0.5,989.5
"tre, nar, nar",Duple_vockice,-0.5,989.0
"lim, lim, jag",Duple_vockice,-0.5,988.5
"tre, src, kes",fail,0.5,989.0
"tre, lim, gro",fail,0.5,989.5
"src, lim, nar",fail,0.5,990.0
"gro, nar, gro",Duple_vockice,-0.5,989.5
"tre, nar, nar",Duple_vockice,-0.5,989.0
"gro, nar, tre",fail,0.5,989.5
"kes, kes, tre",bonus_x2,0.5,990.0
"lim, lim, gro",Duple_vockice,-1.5,988.5
"lim, src, tre",fail,0.5,989.0
"jag, gro, kes",fail,0.5,989.5
"gro, kes, nar",fail,0.5,990.0
"nar, tre, jag",fail,0.5,990.5
"gro, jag, kes",fail,0.5,991.0
"nar, nar, gro",Duple_vockice,-0.5,990.5
"tre, jag, tre",Duple_vockice,-0.5,990.0
"kes, src, kes",bonus_x2,0.5,990.5
"tre, lim, kes",fail,0.5,991.0
"gro, jag, kes",fail,0.5,991.5
